date,rate_pct_day
2010-02-25,0.03281700
2010-02-26,0.03281700
2010-03-01,0.03278000
2010-03-02,0.03281700
2010-03-03,0.03281700
2010-03-04,0.03278000
2010-03-05,0.03278000
2010-03-08,0.03285400
2010-03-09,0.03285400
2010-03-10,0.03285400
2010-03-11,0.03281700
2010-03-12,0.03278000
2010-03-15,0.03281700
2010-03-16,0.03278000
2010-03-17,0.03281700
2010-03-18,0.03278000
2010-03-19,0.03281700
2010-03-22,0.03281700
2010-03-23,0.03281700
2010-03-24,0.03281700
2010-03-25,0.03278000
2010-03-26,0.03274400
2010-03-29,0.03259800
2010-03-30,0.03270700
2010-03-31,0.03278000
2010-04-01,0.03267100
2010-04-05,0.03278000
2010-04-06,0.03281700
2010-04-07,0.03285400
2010-04-08,0.03281700
2010-04-09,0.03281700
2010-04-12,0.03285400
2010-04-13,0.03281700
2010-04-14,0.03278000
